"","Region","Site","Quadrat","date_taken","annotation_status","Latitude","Longitude","Original.File.Name","Ascidians..stalked..Solitary","Ascidians..stalked.Colonial","Ascidians..Unstalked..Colonial","Ascidians..Unstalked..Solitary","Bryozoa..hard","Bryozoa..hard..encrusting","Bryozoa..Soft","Bryozoa..Soft..Foliaceous","Crustacea..Barnacles","Crustacea..Barnacles..Acorn","Echinoderms..sea.urchin..regular.urchins","Erect.coarse.branching.brown..Sargassum.sp.","Macroalgae..Articulated.calcareous..red","Macroalgae..Encrusting..brown","Macroalgae..Encrusting..red","Macroalgae..Erect.coarse.branching.brown","Macroalgae..Erect.coarse.branching.red","Macroalgae..Erect.fine.branching.brown","Macroalgae..Erect.fine.branching.green","Macroalgae..Erect.fine.branching.red","Macroalgae..Filamentous...filiform...brown","Macroalgae..Filamentous...filiform...green","Macroalgae..Filamentous...filiform...red","Macroalgae..Globose...saccate.brown","Macroalgae..Laminate..brown","Macroalgae..Laminate..brown..Zonaria.sp.","Macroalgae..Large.canopy.forming...Ecklonia","Molluscs..Gastropods","No.Data","Seagrasses..Elliptical.Leaves","Seagrasses..Strap.like.leaves","Shadow","Sponges..Erect.forms","Sponges.crusts","Substrate..Consolidated..hard..Boulders","Substrate..Consolidated..hard..Cobbles","Substrate..Consolidated..hard..Rock","Substrate..Unconsolidated...pebble.gravel","Substrate..Unconsolidated..Sand.Mud...2mm.","northing","easting"
"68","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8059805555555,151.303891666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0100D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258062.96314349,343004.08709142
"69","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8059805555555,151.303891666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0100D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,32,0,0,0,16,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6258063.18420575,343004.013617609
"70","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8059611111111,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0101D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,76,0,0,0,0,12,0,0,0,0,0,0,0,6258065.27881652,343003.508238826
"71","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8059611111111,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0101D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,12,0,36,4,0,4,0,0,12,0,0,0,0,0,28,0,0,0,0,4,0,0,0,0,0,0,0,6258065.3068901,343003.515562424
"72","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8059611111111,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0101D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,8,0,12,8,0,0,0,0,0,40,0,0,0,0,12,0,0,0,0,0,0,0,6258065.06063371,343003.449176196
"73","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",-33.8059611111111,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0101D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,6258065.301236,343003.451261418
"74","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8059611111111,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0101D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258065.03206105,343003.49461043
"75","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8059611111111,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0101D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,28,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,6258065.14830033,343003.625936991
"76","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8059388888889,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0102D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,12,0,0,0,0,0,0,0,6258067.52023017,343002.800877881
"77","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8059388888889,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0102D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,8,0,0,0,0,0,0,0,6258067.43666514,343003.012629179
"78","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",-33.8059388888889,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0102D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,6258067.83966937,343002.986529598
"79","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8059388888889,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0102D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,16,0,0,0,0,0,0,0,6258067.59211777,343003.059544544
"80","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8059388888889,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0102D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,4,0,0,0,0,0,0,0,6258067.62898899,343002.922816168
"81","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8058972222222,151.303872222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0104D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,72,0,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,6258072.22660123,343002.142670289
"82","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8058805555556,151.303872222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0105D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,20,0,0,0,12,0,44,0,4,0,0,0,0,0,0,0,0,0,0,6258074.15218522,343002.101928104
"83","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8058611111111,151.303866666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0106D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,6258076.42133771,343001.471146804
"84","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8058416666667,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0107D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258078.58990685,343001.867807459
"85","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8058416666667,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0107D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6258078.30343072,343001.86306094
"86","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8058166666667,151.303872222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0108D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,6258081.06251152,343002.02851401
"87","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8058027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0109D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,20,0,48,0,0,0,0,0,6258082.58303649,343001.834653604
"88","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8058027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0109D.jpg_2.jpg",0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,28,0,0,0,0,0,6258082.60899308,343001.731818901
"89","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8058027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0109D.jpg_3.jpg",0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,6258082.93023928,343001.548311037
"90","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",-33.8058027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0109D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,0,6258082.73506816,343001.618643717
"91","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8058027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0109D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,6258082.65004205,343001.553508997
"92","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8058027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0109D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6258082.67418756,343001.628630195
"93","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8057805555556,151.303872222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0110D.jpg_1.jpg",0,0,8,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,6258085.31027879,343001.830480736
"94","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8057805555556,151.303872222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0110D.jpg_2.jpg",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,6258085.22889264,343001.896728991
"95","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8057611111111,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0111D.jpg_1.jpg",0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,6258087.32342514,343001.508752723
"96","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8057611111111,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0111D.jpg_2.jpg",0,0,8,4,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,6258087.27988933,343001.615647765
"97","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8057388888889,151.303877777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0112D.jpg_1.jpg",0,0,0,12,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,6258089.74563495,343002.265228693
"98","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8057194444444,151.303872222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0113D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,6258092.18444171,343001.957595864
"99","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8057194444444,151.303872222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0113D.jpg_2.jpg",0,0,0,4,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258092.07362969,343001.852537884
"100","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8057027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0114D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,4,60,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,6258094.02448929,343001.584286932
"101","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8057027777778,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0114D.jpg_2.jpg",0,0,4,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258093.78148322,343001.531688045
"102","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8056833333333,151.303875,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0115D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258095.95326638,343002.140257315
"103","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8056611111111,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0116D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258098.34143122,343001.353570693
"104","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8056611111111,151.303869444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0116D.jpg_2.jpg",0,0,0,4,0,0,0,0,0,0,4,0,0,0,64,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258098.41911737,343001.370979866
"105","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8056416666667,151.303877777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0117D.jpg_1.jpg",0,0,4,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,36,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,6258100.66032104,343002.296290817
"106","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8056222222222,151.303877777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0118D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258102.90528511,343002.0524681
"107","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8056222222222,151.303877777778,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0118D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258102.82580799,343002.096799661
"108","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8056055555556,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0119D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,6258104.66744517,343002.304954954
"109","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8056055555556,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0119D.jpg_2.jpg",0,0,4,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6258104.74494253,343002.312236461
"110","Sydney","Manly.Outside","1","2014-03-04","not_verified_by_human",-33.8055777777778,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0120D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,44,0,0,0,4,0,12,0,0,0,0,8,0,0,0,0,0,0,4,6258107.8169266,343002.265574756
"111","Sydney","Manly.Outside","2","2014-03-04","not_verified_by_human",-33.8055777777778,151.303880555556,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0120D.jpg_2.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,32,0,0,0,4,0,8,0,0,0,0,8,0,4,0,0,0,0,0,6258107.71287272,343002.34290492
"112","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8055527777778,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0121D.jpg_1.jpg",0,0,4,4,0,0,0,0,0,0,4,0,0,0,40,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,6258110.40468353,343002.744374441
"113","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8055361111111,151.303883333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0122D.jpg_1.jpg",0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6258112.45111806,343002.423914
"114","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8055166666667,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0123D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258114.50137648,343002.830437128
"115","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8054972222222,151.303894444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0124D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,8,0,0,0,64,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258116.8275194,343003.410595336
"116","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8054972222222,151.303894444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0124D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258116.61339214,343003.414097624
"117","Sydney","Manly.Outside","3","2014-03-04","verified_by_human",-33.8054972222222,151.303894444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0124D.jpg_3.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,12,0,0,32,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,6258116.55203328,343003.422034202
"118","Sydney","Manly.Outside","4","2014-03-04","verified_by_human",-33.8054972222222,151.303894444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0124D.jpg_4.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,76,0,0,4,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6258116.71021419,343003.503319907
"119","Sydney","Manly.Outside","5","2014-03-04","verified_by_human",-33.8054972222222,151.303894444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0124D.jpg_5.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6258116.58949764,343003.424696836
"120","Sydney","Manly.Outside","6","2014-03-04","verified_by_human",-33.8054972222222,151.303894444444,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0124D.jpg_6.jpg",0,0,0,0,0,0,0,0,0,0,12,0,0,0,52,0,0,4,0,0,24,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6258116.7203368,343003.428289859
"121","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8054777777778,151.303891666667,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0125D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,12,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6258118.63607672,343003.071214598
"122","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8054611111111,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0126D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,88,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258120.47397904,343002.562207502
"123","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8054416666667,151.303886111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0127D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258122.87345844,343002.565126058
"124","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8054222222222,151.303883333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0128D.jpg_1.jpg",0,0,0,0,0,0,0,0,8,0,4,0,0,0,64,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6258124.98959378,343002.207547643
"125","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8053888888889,151.303858333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0130D.jpg_1.jpg",0,0,0,0,0,0,0,0,16,0,4,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258128.70191384,342999.944350789
"126","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8053888888889,151.303858333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0130D.jpg_2.jpg",0,0,0,0,0,0,0,0,20,0,8,0,0,0,44,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258128.41318251,342999.739361762
"127","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8053694444444,151.30385,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0131D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,20,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6258130.87961109,342999.114886173
"128","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8053333333333,151.303836111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0133D.jpg_1.jpg",0,0,0,0,0,0,0,12,0,0,12,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,6258134.8616948,342997.578866606
"129","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8053166666667,151.303825,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0134D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,0,0,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6258136.67612487,342996.643368622
"130","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8052972222222,151.303811111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0135D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258138.78663151,342995.299368569
"131","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8052805555556,151.303797222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0136D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258140.74603354,342993.970792018
"132","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8052638888889,151.303783333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0137D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,8,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6258142.21668075,342992.71411626
"133","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8052638888889,151.303783333333,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0137D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,4,0,0,0,88,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6258142.30375135,342992.528369995
"134","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8052472222222,151.303772222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0138D.jpg_1.jpg",0,0,0,0,0,0,0,0,0,4,0,0,0,0,84,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6258144.23430633,342991.778417177
"135","Sydney","Manly.Outside","2","2014-03-04","verified_by_human",-33.8052472222222,151.303772222222,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0138D.jpg_2.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6258144.11263576,342991.494261602
"136","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8052333333333,151.303761111111,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0139D.jpg_1.jpg",0,0,0,0,4,0,4,0,0,0,0,0,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6258145.72512449,342990.560433603
"137","Sydney","Manly.Outside","1","2014-03-04","verified_by_human",-33.8052194444444,151.303738888889,"2013.03.04_Sydney_Manly.Outside_Shelley.Beach_T1_0140D.jpg_1.jpg",0,0,0,0,0,4,0,0,0,0,4,0,0,0,60,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6258147.29748164,342988.412625944
